customer_id,signup_date,acquisition_channel,state,subscription_tier,customer_segment
11155,2024-05-17,Paid Search,TX,Essential,Credit Improver
11156,2025-10-30,Referral,NJ,Essential,Family Planner
11157,2024-05-08,Paid Search,TX,Essential,Credit Improver
11158,2023-09-01,Organic,TX,Essential,Investor
11159,2023-09-24,Paid Search,NY,Essential,Budget Builder
11160,2025-06-11,Paid Search,NY,Premium,Credit Improver
11161,2023-07-20,Paid Search,FL,Plus,Family Planner
11162,2023-08-27,Referral,IL,Premium,Credit Improver
11163,2025-07-03,Social,IL,Essential,Budget Builder
11164,2025-08-26,Referral,CA,Essential,Investor
11165,2024-04-28,Referral,NY,Plus,Investor
11166,2023-09-03,Organic,IL,Plus,Budget Builder
11167,2025-10-28,Paid Search,CA,Plus,Investor
11168,2023-06-01,Paid Search,CA,Plus,Budget Builder
11169,2023-07-30,Social,TX,Plus,Family Planner
11170,2024-01-02,Paid Search,IL,Plus,Investor
11171,2025-08-01,Paid Search,IL,Essential,Budget Builder
11172,2023-03-27,Referral,NY,Plus,Investor
11173,2024-03-21,Social,CA,Essential,Family Planner
11174,2024-09-11,Paid Search,IL,Essential,Investor
11175,2023-10-31,Organic,FL,Essential,Family Planner
11176,2023-05-12,Organic,NJ,Plus,Budget Builder
11177,2025-06-22,Social,CA,Premium,Family Planner
11178,2025-09-14,Referral,NJ,Essential,Family Planner
11179,2023-02-16,Organic,FL,Plus,Investor
11180,2025-01-26,Referral,IL,Essential,Credit Improver
11181,2024-11-20,Referral,NJ,Essential,Credit Improver
11182,2024-11-17,Partner,GA,Essential,Budget Builder
11183,2025-02-24,Social,FL,Premium,Family Planner
11184,2023-12-06,Organic,NY,Premium,Investor
11185,2024-02-16,Social,GA,Essential,Investor
11186,2023-10-13,Social,IL,Essential,Investor
11187,2025-04-29,Organic,IL,Essential,Budget Builder
11188,2024-03-05,Organic,NY,Plus,Investor
11189,2023-01-31,Paid Search,CA,Plus,Family Planner
11190,2024-08-25,Organic,TX,Essential,Credit Improver
11191,2024-03-15,Partner,NY,Plus,Investor
11192,2025-09-11,Referral,NY,Premium,Budget Builder
11193,2024-02-16,Partner,NY,Essential,Investor
11194,2024-06-11,Social,IL,Essential,Budget Builder
11195,2023-11-06,Social,NY,Plus,Budget Builder
11196,2025-08-06,Paid Search,GA,Essential,Family Planner
11197,2024-11-04,Paid Search,FL,Essential,Budget Builder
11198,2024-03-12,Partner,GA,Premium,Family Planner
11199,2024-12-04,Paid Search,CA,Plus,Investor
11200,2024-10-24,Referral,GA,Essential,Credit Improver
11201,2023-12-31,Social,FL,Essential,Budget Builder
11202,2025-07-11,Paid Search,NY,Plus,Budget Builder
11203,2023-04-23,Referral,FL,Premium,Credit Improver
11204,2023-06-25,Partner,TX,Essential,Budget Builder
11205,2025-07-24,Paid Search,IL,Plus,Investor
11206,2024-01-17,Paid Search,TX,Essential,Investor
11207,2023-11-02,Paid Search,IL,Premium,Family Planner
11208,2024-08-24,Organic,NY,Plus,Investor
11209,2023-12-09,Paid Search,CA,Premium,Family Planner
11210,2023-06-05,Referral,GA,Essential,Investor
11211,2024-12-12,Organic,NJ,Premium,Investor
11212,2024-02-07,Paid Search,CA,Plus,Family Planner
11213,2024-09-05,Organic,TX,Essential,Budget Builder
11214,2025-03-07,Paid Search,TX,Essential,Family Planner
11215,2024-09-14,Organic,CA,Plus,Family Planner
11216,2024-08-25,Partner,NY,Essential,Budget Builder
11217,2023-06-26,Social,FL,Plus,Budget Builder
11218,2024-03-24,Organic,TX,Essential,Investor
11219,2025-01-12,Paid Search,TX,Plus,Investor
11220,2023-10-28,Organic,NJ,Essential,Credit Improver
11221,2024-12-07,Organic,FL,Essential,Investor
11222,2023-11-03,Paid Search,CA,Plus,Budget Builder
11223,2025-01-20,Paid Search,TX,Essential,Investor
11224,2025-05-18,Paid Search,GA,Plus,Credit Improver
11225,2023-08-02,Paid Search,FL,Essential,Family Planner
11226,2024-04-27,Referral,CA,Plus,Family Planner
11227,2023-05-13,Social,IL,Essential,Credit Improver
11228,2024-05-26,Paid Search,FL,Plus,Investor
11229,2023-07-30,Social,NJ,Essential,Credit Improver
11230,2025-09-14,Referral,TX,Essential,Budget Builder
11231,2025-09-13,Referral,TX,Plus,Budget Builder
11232,2024-12-17,Paid Search,IL,Plus,Family Planner
11233,2023-09-10,Paid Search,NJ,Essential,Budget Builder
11234,2023-02-07,Paid Search,NJ,Essential,Investor
11235,2024-09-20,Paid Search,NY,Plus,Investor
11236,2025-09-13,Paid Search,CA,Plus,Family Planner
11237,2023-02-15,Partner,TX,Essential,Budget Builder
11238,2023-11-01,Paid Search,FL,Essential,Family Planner
11239,2023-08-21,Organic,NJ,Essential,Family Planner
11240,2023-09-02,Organic,NY,Premium,Investor
11241,2025-01-29,Partner,IL,Plus,Budget Builder
11242,2025-04-18,Partner,IL,Premium,Budget Builder
11243,2023-06-07,Organic,NJ,Essential,Credit Improver
11244,2025-10-21,Organic,NJ,Essential,Budget Builder
11245,2023-08-05,Social,GA,Essential,Investor
11246,2025-07-16,Paid Search,GA,Essential,Budget Builder
11247,2024-05-21,Organic,TX,Essential,Investor
11248,2025-01-30,Organic,CA,Essential,Credit Improver
11249,2025-06-22,Referral,GA,Plus,Budget Builder
11250,2024-08-03,Organic,TX,Essential,Investor
11251,2024-09-18,Paid Search,FL,Plus,Credit Improver
11252,2024-06-03,Paid Search,NJ,Essential,Budget Builder
11253,2023-10-02,Referral,GA,Premium,Budget Builder
11254,2024-05-06,Organic,FL,Plus,Family Planner
11255,2025-04-06,Social,FL,Essential,Investor
11256,2025-08-08,Organic,NJ,Plus,Credit Improver
11257,2025-07-14,Referral,GA,Essential,Budget Builder
11258,2025-04-26,Paid Search,IL,Premium,Investor
11259,2023-02-08,Organic,GA,Essential,Credit Improver
11260,2023-08-27,Paid Search,CA,Plus,Investor
11261,2023-05-02,Organic,FL,Plus,Budget Builder
11262,2023-05-24,Referral,FL,Essential,Credit Improver
11263,2024-11-14,Organic,FL,Essential,Credit Improver
11264,2024-03-30,Paid Search,GA,Essential,Credit Improver
11265,2024-01-03,Organic,NJ,Essential,Budget Builder
11266,2025-01-28,Social,CA,Essential,Budget Builder
11267,2023-09-04,Referral,NJ,Premium,Budget Builder
11268,2025-07-11,Partner,NJ,Essential,Investor
11269,2025-02-03,Referral,CA,Essential,Credit Improver
11270,2024-01-10,Referral,FL,Plus,Investor
11271,2023-07-26,Organic,NY,Plus,Credit Improver
11272,2024-06-02,Social,CA,Essential,Budget Builder
11273,2023-08-30,Referral,IL,Essential,Budget Builder
11274,2025-03-29,Social,CA,Essential,Budget Builder
11275,2023-10-29,Paid Search,IL,Plus,Family Planner
11276,2024-12-01,Paid Search,TX,Plus,Investor
11277,2023-10-15,Paid Search,GA,Plus,Family Planner
11278,2023-06-03,Paid Search,IL,Essential,Family Planner
11279,2024-02-27,Organic,GA,Plus,Investor
11280,2025-04-29,Referral,NY,Plus,Family Planner
11281,2023-02-19,Partner,NY,Essential,Investor
11282,2024-07-17,Organic,NY,Plus,Budget Builder
11283,2025-05-03,Organic,NJ,Plus,Family Planner
11284,2025-06-01,Referral,GA,Plus,Budget Builder
11285,2024-10-23,Paid Search,IL,Premium,Investor
11286,2024-07-18,Social,TX,Essential,Investor
11287,2023-08-01,Organic,FL,Plus,Credit Improver
11288,2025-03-21,Social,GA,Essential,Investor
11289,2025-04-29,Social,NY,Plus,Investor
11290,2025-05-30,Social,FL,Essential,Investor
11291,2023-11-30,Organic,NY,Essential,Investor
11292,2023-02-01,Paid Search,FL,Essential,Family Planner
11293,2025-05-17,Paid Search,NJ,Essential,Budget Builder
11294,2025-06-16,Social,NY,Essential,Family Planner
11295,2024-08-23,Partner,NY,Essential,Investor
11296,2025-09-14,Organic,IL,Essential,Budget Builder
11297,2024-08-21,Organic,IL,Essential,Family Planner
11298,2024-06-03,Paid Search,TX,Essential,Family Planner
11299,2025-05-18,Organic,FL,Plus,Investor
11300,2023-01-16,Paid Search,IL,Essential,Budget Builder
11301,2023-10-10,Partner,NY,Premium,Family Planner
11302,2023-12-27,Paid Search,GA,Plus,Investor
11303,2023-04-23,Referral,NY,Plus,Family Planner
11304,2023-11-04,Paid Search,IL,Essential,Family Planner
11305,2025-08-16,Paid Search,NJ,Premium,Family Planner
11306,2025-04-13,Referral,FL,Premium,Budget Builder
11307,2023-08-30,Partner,GA,Essential,Budget Builder
11308,2023-01-31,Paid Search,NY,Plus,Budget Builder
11309,2024-12-04,Organic,CA,Essential,Family Planner
11310,2025-05-18,Organic,NJ,Essential,Credit Improver
11311,2023-08-21,Referral,FL,Plus,Budget Builder
11312,2025-08-08,Organic,TX,Essential,Investor
11313,2023-02-28,Organic,CA,Essential,Family Planner
11314,2025-02-09,Organic,IL,Plus,Credit Improver
11315,2024-12-18,Paid Search,NJ,Plus,Budget Builder
11316,2023-10-29,Paid Search,NY,Plus,Family Planner
11317,2025-03-13,Organic,NJ,Plus,Investor
11318,2025-06-15,Organic,IL,Plus,Budget Builder
11319,2023-04-22,Paid Search,GA,Essential,Family Planner
11320,2023-11-13,Paid Search,CA,Plus,Family Planner
11321,2024-10-29,Paid Search,NJ,Essential,Budget Builder
11322,2024-11-20,Paid Search,CA,Plus,Family Planner
11323,2023-01-18,Partner,CA,Premium,Credit Improver
11324,2025-02-16,Paid Search,CA,Plus,Budget Builder
11325,2023-12-26,Referral,FL,Plus,Investor
11326,2023-11-28,Partner,NJ,Essential,Budget Builder
11327,2024-06-11,Partner,IL,Essential,Investor
11328,2023-01-12,Partner,GA,Essential,Budget Builder
11329,2023-07-31,Paid Search,FL,Premium,Credit Improver
11330,2024-10-02,Referral,TX,Plus,Budget Builder
11331,2023-10-10,Paid Search,TX,Essential,Family Planner
11332,2025-02-18,Partner,NJ,Plus,Budget Builder
11333,2025-10-29,Organic,NJ,Essential,Family Planner
11334,2024-11-07,Partner,NY,Essential,Family Planner
11335,2024-12-05,Paid Search,GA,Plus,Investor
11336,2024-03-01,Paid Search,NY,Essential,Budget Builder
11337,2024-08-13,Paid Search,GA,Essential,Credit Improver
11338,2023-04-01,Referral,FL,Essential,Credit Improver
11339,2024-03-31,Social,NY,Essential,Investor
11340,2024-03-19,Organic,TX,Premium,Investor
11341,2023-03-20,Social,GA,Essential,Investor
11342,2025-07-15,Partner,NY,Premium,Investor
11343,2023-04-13,Referral,GA,Plus,Credit Improver
11344,2024-09-14,Organic,IL,Essential,Investor
11345,2025-09-16,Partner,TX,Essential,Budget Builder
11346,2023-08-22,Referral,GA,Essential,Credit Improver
11347,2024-10-05,Paid Search,IL,Essential,Family Planner
11348,2025-02-28,Social,FL,Essential,Credit Improver
11349,2024-01-22,Referral,CA,Plus,Family Planner
11350,2025-04-26,Paid Search,TX,Essential,Budget Builder
11351,2023-02-07,Organic,FL,Essential,Credit Improver
11352,2023-08-29,Partner,NJ,Plus,Family Planner
11353,2024-07-15,Paid Search,TX,Plus,Budget Builder
11354,2025-03-16,Paid Search,TX,Essential,Investor
11355,2023-10-25,Paid Search,NJ,Essential,Family Planner
11356,2025-03-15,Partner,GA,Premium,Budget Builder
11357,2023-06-03,Social,CA,Plus,Investor
11358,2025-01-01,Organic,IL,Premium,Family Planner
11359,2024-04-12,Social,NY,Essential,Budget Builder
11360,2023-02-18,Referral,TX,Essential,Budget Builder
11361,2023-02-15,Partner,IL,Premium,Family Planner
11362,2025-02-18,Partner,NY,Premium,Family Planner
11363,2023-03-23,Paid Search,GA,Essential,Family Planner
11364,2025-08-12,Referral,IL,Plus,Family Planner
11365,2023-09-30,Social,NY,Plus,Investor
11366,2024-01-29,Referral,TX,Premium,Budget Builder
11367,2025-02-28,Paid Search,TX,Plus,Investor
11368,2024-08-17,Paid Search,IL,Essential,Budget Builder
11369,2023-02-27,Organic,IL,Plus,Credit Improver
11370,2024-07-18,Social,TX,Essential,Investor
11371,2023-01-01,Referral,GA,Essential,Family Planner
11372,2023-08-04,Paid Search,FL,Essential,Budget Builder
11373,2025-02-04,Organic,NJ,Premium,Family Planner
11374,2024-11-01,Partner,NY,Essential,Budget Builder
11375,2024-05-25,Partner,TX,Plus,Budget Builder
11376,2025-07-03,Paid Search,GA,Premium,Credit Improver
11377,2023-04-05,Social,CA,Essential,Investor
11378,2024-05-07,Paid Search,FL,Plus,Investor
11379,2025-02-03,Partner,TX,Essential,Family Planner
11380,2025-10-18,Paid Search,NJ,Plus,Credit Improver
11381,2023-05-30,Paid Search,FL,Plus,Credit Improver
11382,2025-01-25,Referral,NY,Essential,Budget Builder
11383,2024-02-03,Organic,NY,Essential,Investor
11384,2024-02-14,Organic,NY,Essential,Budget Builder
11385,2023-05-11,Organic,TX,Premium,Investor
11386,2025-05-04,Paid Search,FL,Essential,Investor
11387,2023-05-28,Partner,NJ,Plus,Budget Builder
11388,2024-01-16,Social,NJ,Essential,Credit Improver
11389,2024-07-05,Organic,NJ,Premium,Budget Builder
11390,2023-10-22,Paid Search,FL,Essential,Budget Builder
11391,2024-03-31,Organic,GA,Plus,Budget Builder
11392,2023-06-18,Partner,IL,Essential,Budget Builder
11393,2024-12-10,Organic,IL,Essential,Investor
11394,2023-02-06,Partner,FL,Essential,Credit Improver
11395,2023-08-19,Organic,GA,Plus,Family Planner
11396,2023-09-11,Paid Search,CA,Plus,Budget Builder
11397,2023-11-25,Paid Search,NY,Essential,Investor
11398,2025-09-06,Paid Search,GA,Essential,Budget Builder
11399,2023-01-10,Referral,GA,Essential,Credit Improver
11400,2024-03-21,Paid Search,NJ,Premium,Budget Builder
11401,2025-07-10,Paid Search,NJ,Essential,Investor
11402,2025-04-15,Organic,GA,Essential,Budget Builder
11403,2023-03-19,Paid Search,IL,Plus,Family Planner
11404,2023-07-12,Partner,FL,Essential,Investor
11405,2024-02-05,Paid Search,NJ,Plus,Family Planner
11406,2023-04-19,Partner,CA,Essential,Family Planner
11407,2025-03-02,Organic,IL,Essential,Credit Improver
11408,2023-09-20,Partner,NJ,Essential,Family Planner
11409,2023-11-25,Referral,FL,Plus,Investor
11410,2023-12-29,Paid Search,NJ,Plus,Credit Improver
11411,2023-09-16,Organic,NJ,Essential,Family Planner
11412,2023-03-26,Organic,NY,Essential,Investor
11413,2023-11-04,Paid Search,CA,Essential,Investor
11414,2023-09-19,Partner,TX,Plus,Budget Builder
11415,2025-03-07,Social,GA,Essential,Family Planner
11416,2024-09-22,Social,NJ,Plus,Family Planner
11417,2024-11-10,Paid Search,GA,Essential,Investor
11418,2025-05-14,Paid Search,TX,Plus,Budget Builder
11419,2023-11-20,Partner,GA,Essential,Credit Improver
11420,2025-07-13,Social,CA,Essential,Budget Builder
11421,2024-12-27,Organic,TX,Plus,Budget Builder
11422,2025-09-04,Paid Search,IL,Plus,Family Planner
11423,2023-08-05,Partner,NY,Essential,Budget Builder
11424,2024-03-23,Paid Search,CA,Essential,Budget Builder
11425,2023-11-15,Partner,NJ,Premium,Investor
11426,2025-09-20,Organic,IL,Essential,Budget Builder
11427,2023-02-06,Partner,FL,Essential,Credit Improver
11428,2024-12-31,Paid Search,GA,Essential,Investor
11429,2025-10-07,Referral,IL,Essential,Family Planner
11430,2023-02-08,Paid Search,FL,Plus,Budget Builder
11431,2023-07-28,Referral,TX,Essential,Investor
11432,2025-04-09,Referral,TX,Plus,Family Planner
11433,2025-05-05,Paid Search,CA,Essential,Budget Builder
11434,2025-06-17,Social,GA,Essential,Credit Improver
11435,2024-08-23,Organic,NY,Essential,Investor
11436,2025-01-29,Referral,TX,Essential,Budget Builder
11437,2024-03-09,Social,IL,Essential,Investor
11438,2025-04-21,Partner,NJ,Essential,Investor
11439,2023-02-01,Referral,FL,Essential,Budget Builder
11440,2024-01-28,Social,NJ,Plus,Family Planner
11441,2025-06-28,Organic,NJ,Plus,Budget Builder
11442,2023-07-11,Paid Search,NJ,Plus,Family Planner
11443,2023-09-27,Social,GA,Essential,Budget Builder
11444,2025-01-07,Social,FL,Plus,Family Planner
11445,2023-03-18,Referral,NJ,Premium,Investor
11446,2025-01-04,Organic,CA,Essential,Credit Improver
11447,2025-06-02,Organic,NJ,Essential,Family Planner
11448,2023-10-11,Social,CA,Plus,Credit Improver
11449,2024-06-27,Social,CA,Essential,Budget Builder
11450,2024-10-10,Paid Search,IL,Essential,Budget Builder
11451,2023-09-07,Social,TX,Premium,Budget Builder
11452,2023-04-05,Organic,GA,Essential,Credit Improver
11453,2023-01-17,Paid Search,TX,Essential,Credit Improver
11454,2023-04-27,Referral,NJ,Essential,Budget Builder
11455,2025-09-09,Organic,TX,Plus,Investor
11456,2023-11-29,Social,TX,Plus,Budget Builder
11457,2024-10-07,Organic,TX,Essential,Family Planner
11458,2023-04-26,Organic,CA,Essential,Budget Builder
11459,2025-08-20,Paid Search,GA,Plus,Budget Builder
11460,2025-04-26,Partner,CA,Essential,Investor
11461,2023-11-12,Organic,GA,Essential,Investor
11462,2025-03-20,Referral,TX,Essential,Family Planner
11463,2024-01-07,Organic,GA,Essential,Budget Builder
11464,2025-01-29,Organic,NY,Essential,Credit Improver
11465,2025-05-26,Organic,TX,Essential,Budget Builder
11466,2025-09-03,Paid Search,CA,Essential,Investor
11467,2023-06-05,Paid Search,NY,Essential,Credit Improver
11468,2024-09-05,Paid Search,NJ,Essential,Investor
11469,2024-05-22,Paid Search,NY,Essential,Budget Builder
11470,2024-04-09,Paid Search,NY,Premium,Credit Improver
11471,2025-02-21,Paid Search,NJ,Essential,Investor
11472,2025-03-14,Organic,NY,Plus,Family Planner
11473,2023-08-08,Social,CA,Premium,Credit Improver
11474,2023-01-15,Referral,CA,Essential,Budget Builder
11475,2023-04-27,Organic,NJ,Plus,Credit Improver
11476,2023-11-27,Paid Search,GA,Plus,Investor
11477,2023-02-25,Partner,NJ,Essential,Budget Builder
11478,2023-11-04,Partner,FL,Plus,Budget Builder
11479,2023-08-10,Referral,IL,Plus,Investor
11480,2025-03-07,Partner,NY,Essential,Credit Improver
11481,2023-05-31,Referral,GA,Essential,Budget Builder
11482,2023-04-22,Paid Search,IL,Essential,Investor
11483,2024-11-13,Paid Search,NJ,Plus,Investor
11484,2023-11-28,Paid Search,TX,Essential,Budget Builder
11485,2025-06-11,Organic,FL,Plus,Investor
11486,2023-06-10,Partner,GA,Plus,Family Planner
11487,2023-10-05,Partner,NY,Essential,Credit Improver
11488,2025-06-15,Social,CA,Essential,Family Planner
11489,2024-05-11,Paid Search,FL,Essential,Credit Improver
11490,2024-10-16,Partner,TX,Essential,Credit Improver
11491,2023-10-30,Partner,CA,Plus,Credit Improver
11492,2024-03-13,Partner,CA,Essential,Investor
11493,2024-12-26,Referral,IL,Plus,Budget Builder
11494,2023-07-05,Paid Search,FL,Plus,Credit Improver
11495,2024-11-03,Organic,FL,Plus,Investor
11496,2025-09-27,Paid Search,NY,Plus,Budget Builder
11497,2023-10-06,Referral,CA,Plus,Budget Builder
11498,2024-11-13,Partner,FL,Plus,Investor
11499,2025-10-22,Paid Search,NJ,Plus,Credit Improver
11500,2025-10-07,Referral,IL,Premium,Budget Builder
11501,2025-07-13,Partner,NJ,Essential,Budget Builder
11502,2024-01-15,Partner,FL,Essential,Family Planner
11503,2025-04-14,Referral,FL,Essential,Investor
11504,2025-09-25,Referral,NY,Plus,Family Planner
11505,2023-10-12,Social,GA,Essential,Investor
11506,2024-02-25,Partner,FL,Plus,Family Planner
11507,2023-04-23,Partner,NJ,Plus,Credit Improver
11508,2025-10-14,Partner,FL,Essential,Investor
11509,2023-08-16,Social,FL,Essential,Family Planner
11510,2024-06-11,Paid Search,CA,Essential,Family Planner
11511,2024-05-10,Referral,CA,Essential,Budget Builder
11512,2023-01-31,Partner,FL,Premium,Credit Improver
11513,2023-06-11,Paid Search,GA,Plus,Budget Builder
11514,2024-12-05,Social,NJ,Essential,Credit Improver
11515,2024-12-22,Paid Search,TX,Essential,Budget Builder
11516,2024-03-21,Organic,TX,Plus,Budget Builder
11517,2025-01-13,Referral,FL,Premium,Family Planner
11518,2024-03-02,Organic,IL,Plus,Family Planner
11519,2024-05-18,Organic,FL,Premium,Budget Builder
11520,2024-12-21,Social,CA,Essential,Credit Improver
11521,2024-11-14,Paid Search,CA,Premium,Budget Builder
11522,2024-08-04,Organic,TX,Essential,Credit Improver
11523,2025-01-05,Paid Search,CA,Essential,Investor
11524,2024-11-21,Partner,GA,Plus,Budget Builder
11525,2025-01-27,Paid Search,IL,Plus,Budget Builder
11526,2025-01-23,Paid Search,GA,Essential,Credit Improver
11527,2023-01-24,Organic,NY,Plus,Budget Builder
11528,2023-02-24,Paid Search,FL,Premium,Credit Improver
11529,2025-03-14,Social,CA,Essential,Investor
11530,2023-11-23,Partner,NJ,Plus,Budget Builder
11531,2025-08-27,Partner,GA,Plus,Budget Builder
11532,2023-07-05,Partner,TX,Essential,Credit Improver
11533,2024-05-09,Referral,GA,Plus,Budget Builder
11534,2024-03-09,Organic,GA,Essential,Family Planner
11535,2023-07-27,Organic,CA,Premium,Family Planner
11536,2023-05-13,Paid Search,IL,Essential,Investor
11537,2024-01-04,Referral,CA,Essential,Credit Improver
11538,2024-02-27,Social,NJ,Plus,Investor
11539,2025-10-29,Paid Search,CA,Essential,Budget Builder
11540,2023-09-01,Social,NJ,Essential,Budget Builder
11541,2025-02-20,Social,IL,Essential,Family Planner
11542,2024-09-15,Partner,NY,Plus,Investor
11543,2024-07-20,Paid Search,NY,Essential,Credit Improver
11544,2024-06-10,Partner,NY,Plus,Family Planner
11545,2023-02-06,Paid Search,CA,Essential,Credit Improver
11546,2023-06-27,Organic,NY,Essential,Family Planner
11547,2024-09-30,Organic,TX,Plus,Investor
11548,2025-05-01,Organic,CA,Essential,Budget Builder
11549,2023-03-13,Paid Search,FL,Essential,Budget Builder
11550,2023-12-18,Referral,FL,Essential,Budget Builder
11551,2024-09-14,Social,NY,Plus,Budget Builder
11552,2023-04-15,Paid Search,TX,Essential,Credit Improver
11553,2023-08-09,Paid Search,NY,Essential,Family Planner
11554,2025-05-12,Paid Search,NJ,Plus,Budget Builder
11555,2024-06-01,Organic,CA,Plus,Budget Builder
11556,2023-10-26,Partner,GA,Essential,Family Planner
11557,2025-05-10,Paid Search,FL,Essential,Budget Builder
11558,2023-02-11,Social,TX,Plus,Budget Builder
11559,2025-02-09,Partner,GA,Essential,Budget Builder
11560,2025-06-15,Paid Search,IL,Essential,Family Planner
11561,2024-05-06,Paid Search,TX,Essential,Investor
11562,2023-03-26,Paid Search,CA,Premium,Family Planner
11563,2025-09-17,Organic,NY,Essential,Budget Builder
11564,2024-12-11,Paid Search,NY,Plus,Family Planner
11565,2023-07-28,Partner,NY,Essential,Investor
11566,2023-02-08,Organic,IL,Essential,Credit Improver
11567,2025-07-14,Paid Search,FL,Premium,Credit Improver
11568,2025-01-31,Paid Search,NJ,Essential,Budget Builder
11569,2025-08-03,Organic,TX,Essential,Budget Builder
11570,2023-02-21,Social,NJ,Plus,Credit Improver
11571,2024-01-09,Partner,CA,Essential,Budget Builder
11572,2025-07-19,Paid Search,IL,Essential,Family Planner
11573,2023-06-05,Partner,NJ,Essential,Budget Builder
11574,2024-11-09,Organic,IL,Essential,Investor
11575,2023-12-17,Paid Search,TX,Plus,Investor
11576,2023-03-10,Organic,NY,Plus,Budget Builder
11577,2024-10-15,Paid Search,NY,Essential,Budget Builder
11578,2023-03-04,Referral,IL,Plus,Investor
11579,2024-05-23,Organic,FL,Plus,Family Planner
11580,2023-10-19,Organic,IL,Essential,Budget Builder
11581,2025-03-31,Paid Search,FL,Essential,Budget Builder
11582,2023-05-30,Referral,GA,Essential,Investor
11583,2025-05-30,Paid Search,GA,Essential,Investor
11584,2024-12-04,Referral,FL,Premium,Credit Improver
11585,2024-05-30,Paid Search,TX,Essential,Investor
11586,2023-01-30,Paid Search,IL,Essential,Credit Improver
11587,2023-11-22,Partner,FL,Essential,Family Planner
11588,2025-08-06,Paid Search,IL,Plus,Family Planner
11589,2023-01-16,Social,FL,Premium,Investor
11590,2023-04-21,Paid Search,NJ,Essential,Family Planner
11591,2025-05-21,Paid Search,NJ,Plus,Credit Improver
11592,2024-12-13,Organic,NJ,Essential,Investor
11593,2023-04-17,Referral,FL,Essential,Family Planner
11594,2024-01-14,Partner,FL,Premium,Investor
11595,2023-06-11,Social,CA,Essential,Family Planner
11596,2023-10-10,Partner,FL,Plus,Budget Builder
11597,2023-09-26,Paid Search,GA,Plus,Investor
11598,2024-04-28,Referral,FL,Plus,Budget Builder
11599,2024-10-28,Referral,FL,Essential,Credit Improver
11600,2024-08-20,Organic,IL,Essential,Credit Improver
11601,2025-03-09,Organic,GA,Plus,Family Planner
11602,2025-03-08,Paid Search,GA,Plus,Investor
11603,2024-01-25,Partner,NJ,Essential,Family Planner
11604,2024-02-20,Paid Search,GA,Essential,Credit Improver
11605,2024-03-01,Partner,FL,Plus,Investor
11606,2025-09-23,Referral,NJ,Plus,Credit Improver
11607,2025-05-16,Paid Search,NJ,Essential,Credit Improver
11608,2023-03-27,Paid Search,TX,Plus,Budget Builder
11609,2024-02-27,Paid Search,FL,Plus,Family Planner
11610,2023-04-28,Social,NJ,Premium,Family Planner
11611,2025-08-16,Organic,NJ,Plus,Family Planner
11612,2025-05-31,Partner,NJ,Plus,Budget Builder
11613,2025-09-18,Referral,FL,Essential,Credit Improver
11614,2024-02-19,Referral,CA,Premium,Investor
11615,2024-08-21,Partner,FL,Premium,Family Planner
11616,2023-02-09,Organic,GA,Essential,Investor
11617,2024-12-03,Referral,FL,Plus,Credit Improver
11618,2024-06-20,Partner,CA,Essential,Investor
11619,2024-02-24,Social,IL,Essential,Family Planner
11620,2024-10-25,Partner,FL,Premium,Budget Builder
11621,2023-04-05,Social,TX,Essential,Family Planner
11622,2025-08-30,Partner,TX,Plus,Budget Builder
11623,2024-10-11,Partner,GA,Plus,Credit Improver
11624,2023-10-15,Social,IL,Plus,Family Planner
11625,2024-02-16,Paid Search,FL,Premium,Investor
11626,2024-02-04,Referral,TX,Essential,Credit Improver
11627,2024-06-11,Organic,GA,Plus,Budget Builder
11628,2023-05-16,Paid Search,NJ,Plus,Credit Improver
11629,2025-01-28,Partner,NY,Premium,Budget Builder
11630,2025-04-22,Social,GA,Premium,Credit Improver
11631,2024-12-10,Organic,FL,Essential,Budget Builder
11632,2025-10-21,Referral,IL,Essential,Credit Improver
11633,2024-01-16,Partner,GA,Premium,Family Planner
11634,2024-05-23,Paid Search,CA,Plus,Investor
11635,2025-03-16,Organic,NJ,Essential,Credit Improver
11636,2024-04-20,Organic,CA,Essential,Credit Improver
11637,2025-08-11,Social,CA,Essential,Family Planner
11638,2025-04-28,Organic,NY,Essential,Credit Improver
11639,2025-06-15,Paid Search,TX,Plus,Credit Improver
11640,2023-02-01,Referral,IL,Premium,Credit Improver
11641,2023-04-28,Paid Search,GA,Plus,Budget Builder
11642,2023-07-10,Paid Search,CA,Plus,Investor
11643,2023-03-15,Organic,GA,Premium,Credit Improver
11644,2024-09-14,Social,FL,Premium,Investor
11645,2025-05-20,Paid Search,GA,Plus,Budget Builder
11646,2024-08-08,Organic,FL,Essential,Credit Improver
11647,2024-02-24,Referral,NJ,Essential,Credit Improver
11648,2024-04-17,Partner,GA,Essential,Investor
11649,2023-04-24,Organic,NJ,Plus,Family Planner
11650,2023-11-26,Paid Search,CA,Essential,Budget Builder
11651,2023-12-05,Organic,NY,Essential,Credit Improver
11652,2023-08-26,Partner,GA,Plus,Budget Builder
11653,2023-03-20,Organic,IL,Plus,Budget Builder
11654,2024-04-08,Organic,IL,Plus,Credit Improver
11655,2024-08-27,Social,TX,Plus,Investor
11656,2024-07-15,Referral,NY,Essential,Family Planner
11657,2023-10-12,Paid Search,NY,Plus,Investor
11658,2023-08-11,Partner,NJ,Plus,Family Planner
